Zeit;Kanal A
(ms);(V)

-4.72615486;1.02731300
-4.72605086;0.98071480
-4.72594686;1.02731300
-4.72584286;1.02731300
-4.72573886;1.02731300
-4.72563486;1.02731300
-4.72553086;1.07406500
-4.72542686;1.02731300
-4.72532286;1.07406500
-4.72521886;0.98071480
-4.72511486;1.02731300
-4.72501086;1.02731300
-4.72490686;1.02731300
-4.72480286;1.02731300
-4.72469886;1.02731300
-4.72459486;1.02731300
-4.72449086;1.02731300
-4.72438686;0.98071480
-4.72428286;1.02731300
-4.72417886;1.02731300
-4.72407486;1.02731300
-4.72397086;0.98071480
-4.72386686;0.98071480
-4.72376286;1.02731300
-4.72365886;1.02731300
-4.72355486;1.02731300
-4.72345086;1.02731300
-4.72334686;1.02731300
-4.72324286;1.02731300
-4.72313886;1.02731300
-4.72303486;1.02731300
-4.72293086;1.02731300
-4.72282686;1.02731300
-4.72272286;1.02731300
-4.72261886;1.02731300
-4.72251486;1.02731300
-4.72241086;1.02731300
-4.72230686;1.02731300
-4.72220286;1.02731300
-4.72209886;1.02731300
-4.72199486;1.02731300
-4.72189086;0.98071480
-4.72178686;1.02731300
-4.72168286;1.02731300
-4.72157886;1.02731300
-4.72147486;0.98071480
-4.72137086;1.02731300
-4.72126686;1.02731300
-4.72116286;1.02731300
-4.72105886;1.02731300
-4.72095486;1.02731300
-4.72085086;0.98071480
-4.72074686;1.02731300
-4.72064286;1.02731300
-4.72053886;1.02731300
-4.72043486;1.02731300
-4.72033086;1.02731300
-4.72022686;1.02731300
-4.72012286;0.98071480
-4.72001886;0.98071480
-4.71991486;1.02731300
-4.71981086;1.02731300
-4.71970686;1.02731300
-4.71960286;0.98071480
-4.71949886;1.02731300
-4.71939486;1.02731300
-4.71929086;1.02731300
-4.71918686;1.02731300
-4.71908286;1.02731300
-4.71897886;0.98071480
-4.71887486;1.02731300
-4.71877086;1.02731300
-4.71866686;1.02731300
-4.71856286;1.02731300
-4.71845886;1.02731300
-4.71835486;1.02731300
-4.71825086;1.02731300
-4.71814686;1.02731300
-4.71804286;1.02731300
-4.71793886;1.02731300
-4.71783486;1.02731300
-4.71773086;0.98071480
-4.71762686;1.02731300
-4.71752286;1.02731300
-4.71741886;1.02731300
-4.71731486;1.02731300
-4.71721086;1.02731300
-4.71710686;1.02731300
-4.71700286;1.02731300
-4.71689886;1.02731300
-4.71679486;1.02731300
-4.71669086;1.02731300
-4.71658686;1.02731300
-4.71648286;1.02731300
-4.71637886;1.02731300
-4.71627486;1.02731300
-4.71617086;1.02731300
-4.71606686;0.98071480
-4.71596286;1.02731300
-4.71585886;1.02731300
-4.71575486;1.02731300
-4.71565086;1.02731300
-4.71554686;1.02731300
-4.71544286;0.98071480
-4.71533886;1.02731300
-4.71523486;0.98071480
-4.71513086;1.02731300
-4.71502686;1.02731300
-4.71492286;1.02731300
-4.71481886;1.02731300
-4.71471486;1.02731300
-4.71461086;1.02731300
-4.71450686;1.02731300
-4.71440286;1.02731300
-4.71429886;1.02731300
-4.71419486;1.02731300
-4.71409086;0.98071480
-4.71398686;1.02731300
-4.71388286;1.02731300
-4.71377886;0.98071480
-4.71367486;1.02731300
-4.71357086;1.02731300
-4.71346686;1.02731300
-4.71336286;0.98071480
-4.71325886;0.98071480
-4.71315486;1.02731300
-4.71305086;1.02731300
-4.71294686;1.02731300
-4.71284286;1.02731300
-4.71273886;1.02731300
-4.71263486;1.02731300
-4.71253086;1.02731300
-4.71242686;1.02731300
-4.71232286;1.02731300
-4.71221886;1.02731300
-4.71211486;0.98071480
-4.71201086;1.02731300
-4.71190686;0.98071480
-4.71180286;1.02731300
-4.71169886;1.02731300
-4.71159486;1.02731300
-4.71149086;1.02731300
-4.71138686;1.02731300
-4.71128286;0.98071480
-4.71117886;1.02731300
-4.71107486;1.02731300
-4.71097086;1.02731300
-4.71086686;1.02731300
-4.71076286;0.98071480
-4.71065886;1.02731300
-4.71055486;1.02731300
-4.71045086;1.02731300
-4.71034686;1.02731300
-4.71024286;0.98071480
-4.71013886;1.02731300
-4.71003486;1.02731300
-4.70993086;1.02731300
-4.70982686;1.02731300
-4.70972286;1.02731300
-4.70961886;1.02731300
-4.70951486;0.98071480
-4.70941086;1.02731300
-4.70930686;1.02731300
-4.70920286;0.98071480
-4.70909886;1.02731300
-4.70899486;1.02731300
-4.70889086;1.02731300
-4.70878686;1.02731300
-4.70868286;1.02731300
-4.70857886;0.98071480
-4.70847486;1.02731300
-4.70837086;1.02731300
-4.70826686;0.98071480
-4.70816286;0.98071480
-4.70805886;1.02731300
-4.70795486;0.98071480
-4.70785086;1.02731300
-4.70774686;1.02731300
-4.70764286;1.02731300
-4.70753886;1.02731300
-4.70743486;1.02731300
-4.70733086;0.98071480
-4.70722686;0.98071480
-4.70712286;1.02731300
-4.70701886;1.02731300
-4.70691486;1.02731300
-4.70681086;1.02731300
-4.70670686;1.02731300
-4.70660286;1.02731300
-4.70649886;0.98071480
-4.70639486;1.02731300
-4.70629086;0.98071480
-4.70618686;1.02731300
-4.70608286;0.98071480
-4.70597886;0.98071480
-4.70587486;1.02731300
-4.70577086;1.02731300
-4.70566686;1.02731300
-4.70556286;1.02731300
-4.70545886;0.98071480
-4.70535486;1.02731300
-4.70525086;0.98071480
-4.70514686;1.02731300
-4.70504286;1.02731300
-4.70493886;1.02731300
-4.70483486;1.02731300
-4.70473086;1.02731300
-4.70462686;1.02731300
-4.70452286;1.02731300
-4.70441886;1.02731300
-4.70431486;0.98071480
-4.70421086;0.98071480
-4.70410686;1.02731300
-4.70400286;1.02731300
-4.70389886;1.02731300
-4.70379486;0.98071480
-4.70369086;1.02731300
-4.70358686;1.02731300
-4.70348286;1.02731300
-4.70337886;0.98071480
-4.70327486;0.98071480
-4.70317086;1.02731300
-4.70306686;1.02731300
-4.70296286;0.98071480
-4.70285886;1.02731300
-4.70275486;1.02731300
-4.70265086;1.02731300
-4.70254686;1.02731300
-4.70244286;1.02731300
-4.70233886;1.02731300
-4.70223486;1.02731300
-4.70213086;0.98071480
-4.70202686;1.02731300
-4.70192286;1.02731300
-4.70181886;1.02731300
-4.70171486;1.02731300
-4.70161086;1.02731300
-4.70150686;0.98071480
-4.70140286;1.02731300
-4.70129886;1.02731300
-4.70119486;1.02731300
-4.70109086;0.98071480
-4.70098686;1.02731300
-4.70088286;1.02731300
-4.70077886;1.02731300
-4.70067486;1.02731300
-4.70057086;1.02731300
-4.70046686;1.02731300
-4.70036286;1.02731300
-4.70025886;0.98071480
-4.70015486;1.02731300
-4.70005086;1.02731300
-4.69994686;1.02731300
-4.69984286;1.02731300
-4.69973886;1.02731300
-4.69963486;1.02731300
-4.69953086;1.02731300
-4.69942686;1.02731300
-4.69932286;1.02731300
-4.69921886;1.02731300
-4.69911486;1.02731300
-4.69901086;0.98071480
-4.69890686;1.02731300
-4.69880286;1.02731300
-4.69869886;1.02731300
-4.69859486;1.02731300
-4.69849086;0.98071480
-4.69838686;0.98071480
-4.69828286;1.02731300
-4.69817886;1.02731300
-4.69807486;1.02731300
-4.69797086;1.02731300
-4.69786686;1.02731300
-4.69776286;1.02731300
-4.69765886;1.02731300
-4.69755486;1.02731300
-4.69745086;1.02731300
-4.69734686;1.02731300
-4.69724286;1.02731300
-4.69713886;1.02731300
-4.69703486;1.02731300
-4.69693086;1.02731300
-4.69682686;0.98071480
-4.69672286;1.02731300
-4.69661886;1.02731300
-4.69651486;0.98071480
-4.69641086;0.98071480
-4.69630686;0.98071480
-4.69620286;1.02731300
-4.69609886;1.02731300
-4.69599486;0.98071480
-4.69589086;1.02731300
-4.69578686;1.02731300
-4.69568286;1.02731300
-4.69557886;1.02731300
-4.69547486;1.02731300
-4.69537086;1.02731300
-4.69526686;1.02731300
-4.69516286;1.02731300
-4.69505886;1.02731300
-4.69495486;1.02731300
-4.69485086;0.98071480
-4.69474686;1.02731300
-4.69464286;0.98071480
-4.69453886;1.02731300
-4.69443486;1.02731300
-4.69433086;0.98071480
-4.69422686;1.02731300
-4.69412286;1.02731300
-4.69401886;0.98071480
-4.69391486;1.02731300
-4.69381086;1.02731300
-4.69370686;1.02731300
-4.69360286;1.02731300
-4.69349886;1.02731300
-4.69339486;0.98071480
-4.69329086;1.02731300
-4.69318686;1.02731300
-4.69308286;1.02731300
-4.69297886;1.02731300
-4.69287486;1.02731300
-4.69277086;1.02731300
-4.69266686;1.02731300
-4.69256286;1.02731300
-4.69245886;1.02731300
-4.69235486;1.02731300
-4.69225086;1.02731300
-4.69214686;1.02731300
-4.69204286;1.02731300
-4.69193886;0.98071480
-4.69183486;1.02731300
-4.69173086;1.02731300
-4.69162686;1.02731300
-4.69152286;0.98071480
